,word,root,suffixes
2593,temizliyorlar,temizle,iyor lar
2594,temizleyeceğim,temizle,yecek im
2595,temizleyeceksin,temizle,yecek sin
2596,temizleyecek,temizle,yecek
2597,temizleyeceğiz,temizle,yecek iz
2598,kirletiyorum,kirlet,iyor um
2599,kirletiyorsun,kirlet,iyor sun
2600,kirletiyor,kirlet,iyor
2601,kirletiyoruz,kirlet,iyor uz
2602,kirletiyorsunuz,kirlet,iyor sunuz
2603,kirletiyorlar,kirlet,iyor lar
2604,kirleteceğim,kirlet,ecek im
2605,kirleteceksin,kirlet,ecek sin
2606,kirletecek,kirlet,ecek
2607,kirleteceğiz,kirlet,ecek iz
2608,giyiyorum,giy,iyor um
2609,giyiyorsun,giy,iyor sun
2610,giyiyor,giy,iyor
2611,giyiyoruz,giy,iyor uz
2612,giyiyorsunuz,giy,iyor sunuz
2613,giyiyorlar,giy,iyor lar
2614,giyeceğim,giy,ecek im
2615,giyeceksin,giy,ecek sin
2616,giyecek,giy,ecek
2617,giyeceğiz,giy,ecek iz
2618,çıkarıyorum,çıkar,ıyor um
2619,çıkarıyorsun,çıkar,ıyor sun
2620,çıkarıyor,çıkar,ıyor
2621,çıkarıyoruz,çıkar,ıyor uz
2622,çıkarıyorsunuz,çıkar,ıyor sunuz
2623,çıkarıyorlar,çıkar,ıyor lar
2624,çıkaracağım,çıkar,acak ım
2625,çıkaracaksın,çıkar,acak sın
2626,çıkaracak,çıkar,acak
2627,çıkaracağız,çıkar,acak ız
2628,açıyorum,aç,ıyor um
2629,açıyorsun,aç,ıyor sun
2630,açıyor,aç,ıyor
2631,açıyoruz,aç,ıyor uz
2632,açıyorsunuz,aç,ıyor sunuz
2633,açıyorlar,aç,ıyor lar
2634,açacağım,aç,acak ım
2635,açacaksın,aç,acak sın
2636,açacak,aç,acak
2637,açacağız,aç,acak ız
2638,kapatıyorum,kapat,ıyor um
2639,kapatıyorsun,kapat,ıyor sun
2640,kapatıyor,kapat,ıyor
2641,kapatıyoruz,kapat,ıyor uz
2642,kapatıyorsunuz,kapat,ıyor sunuz
2643,kapatıyorlar,kapat,ıyor lar
2644,kapatacağım,kapat,acak ım
2645,kapatacaksın,kapat,acak sın
2646,kapatacak,kapat,acak
2647,kapatacağız,kapat,acak ız
2648,oturuyorum,otur,uyor um
2649,oturuyorsun,otur,uyor sun
2650,oturuyor,otur,uyor
2651,oturuyoruz,otur,uyor uz
2652,oturuyorsunuz,otur,uyor sunuz
2653,oturuyorlar,otur,uyor lar
2654,oturacağım,otur,acak ım
2655,oturacaksın,otur,acak sın
2656,oturacak,otur,acak
2657,oturacağız,otur,acak ız
2658,düşünüyorum,düşün,üyor um
2659,düşünüyorsun,düşün,üyor sun
2660,düşünüyor,düşün,üyor
2661,düşünüyoruz,düşün,üyor uz
2662,düşünüyorsunuz,düşün,üyor sunuz
2663,düşünüyorlar,düşün,üyor lar
2664,düşüneceğim,düşün,ecek im
2665,düşüneceksin,düşün,ecek sin
2666,düşünecek,düşün,ecek
2667,düşüneceğiz,düşün,ecek iz
2668,anlıyorum,anla,ıyor um
2669,anlıyorsun,anla,ıyor sun
2670,anlıyor,anla,ıyor
2671,anlıyoruz,anla,ıyor uz
2672,anlıyorsunuz,anla,ıyor sunuz
2673,anlıyorlar,anla,ıyor lar
2674,anlayacağım,anla,yacak ım
2675,anlayacaksın,anla,yacak sın
2676,anlayacak,anla,yacak
2677,anlayacağız,anla,yacak ız
2678,unutuyorum,unut,uyor um
2679,unutuyorsun,unut,uyor sun
2680,unutuyor,unut,uyor
2681,unutuyoruz,unut,uyor uz
2682,unutuyorsunuz,unut,uyor sunuz
2683,unutuyorlar,unut,uyor lar
2684,unutacağım,unut,acak ım
2685,unutacaksın,unut,acak sın
2686,unutacak,unut,acak
2687,unutacağız,unut,acak ız
2688,hatırlıyorum,hatırla,ıyor um
2689,hatırlıyorsun,hatırla,ıyor sun
2690,hatırlıyor,hatırla,ıyor
2691,hatırlıyoruz,hatırla,ıyor uz
2692,hatırlıyorsunuz,hatırla,ıyor sunuz
2693,hatırlıyorlar,hatırla,ıyor lar
2694,hatırlayacağım,hatırla,yacak ım
2695,hatırlayacaksın,hatırla,yacak sın
2696,hatırlayacak,hatırla,yacak
2697,hatırlayacağız,hatırla,yacak ız
2698,seviyorum,sev,iyor um
2699,seviyorsun,sev,iyor sun
2700,seviyor,sev,iyor
2701,seviyoruz,sev,iyor uz
2702,seviyorsunuz,sev,iyor sunuz
2703,seviyorlar,sev,iyor lar
2704,seveceğim,sev,ecek im
2705,seveceksin,sev,ecek sin
2706,sevecek,sev,ecek
2707,seveceğiz,sev,ecek iz
2708,nefret ediyorum,nefret et,iyor um
2709,nefret ediyorsun,nefret et,iyor sun
2710,nefret ediyor,nefret et,iyor
2711,nefret ediyoruz,nefret et,iyor uz
2712,nefret ediyorsunuz,nefret et,iyor sunuz
2713,nefret ediyorlar,nefret et,iyor lar
2714,nefret edeceğim,nefret et,ecek im
2715,nefret edeceksin,nefret et,ecek sin
2716,nefret edecek,nefret et,ecek
2717,nefret edeceğiz,nefret et,ecek iz
2718,gülüyorum,gül,üyor um
2719,gülüyorsun,gül,üyor sun
2720,gülüyor,gül,üyor
2721,gülüyoruz,gül,üyor uz
2722,gülüyorsunuz,gül,üyor sunuz
2723,gülüyorlar,gül,üyor lar
2724,güleceğim,gül,ecek im
2725,güleceksin,gül,ecek sin
2726,gülecek,gül,ecek
2727,güleceğiz,gül,ecek iz
2728,ağlıyorum,ağla,ıyor um
2729,ağlıyorsun,ağla,ıyor sun
2730,ağlıyor,ağla,ıyor
2731,ağlıyoruz,ağla,ıyor uz
2732,ağlıyorsunuz,ağla,ıyor sunuz
2733,ağlıyorlar,ağla,ıyor lar
2734,ağlayacağım,ağla,yacak ım
2735,ağlayacaksın,ağla,yacak sın
2736,ağlayacak,ağla,yacak
2737,ağlayacağız,ağla,yacak ız
2738,bağırıyorum,bağır,ıyor um
2739,bağırıyorsun,bağır,ıyor sun
2740,bağırıyor,bağır,ıyor
2741,bağırıyoruz,bağır,ıyor uz
2742,bağırıyorsunuz,bağır,ıyor sunuz
2743,bağırıyorlar,bağır,ıyor lar
2744,bağıracağım,bağır,acak ım
2745,bağıracaksın,bağır,acak sın
2746,bağıracak,bağır,acak
2747,bağıracağız,bağır,acak ız
2748,susuyorum,sus,uyor um
2749,susuyorsun,sus,uyor sun
2750,susuyor,sus,uyor
2751,susuyoruz,sus,uyor uz
2752,susuyorsunuz,sus,uyor sunuz
2753,susuyorlar,sus,uyor lar
2754,susacağım,sus,acak ım
2755,susacaksın,sus,acak sın
2756,susacak,sus,acak
2757,susacağız,sus,acak ız
2758,öğreniyorum,öğren,iyor um
2759,öğreniyorsun,öğren,iyor sun
2760,öğreniyor,öğren,iyor
2761,öğreniyoruz,öğren,iyor uz
2762,öğreniyorsunuz,öğren,iyor sunuz
2763,öğreniyorlar,öğren,iyor lar
2764,öğreneceğim,öğren,ecek im
2765,öğreneceksin,öğren,ecek sin
2766,öğrenecek,öğren,ecek
2767,öğreneceğiz,öğren,ecek iz
2768,öğretiyorum,öğret,iyor um
2769,öğretiyorsun,öğret,iyor sun
2770,öğretiyor,öğret,iyor
2771,öğretiyoruz,öğret,iyor uz
2772,öğretiyorsunuz,öğret,iyor sunuz
2773,öğretiyorlar,öğret,iyor lar
2774,öğreteceğim,öğret,ecek im
2775,öğreteceksin,öğret,ecek sin
2776,öğretecek,öğret,ecek
2777,öğreteceğiz,öğret,ecek iz
2778,çalışıyorum,çalış,ıyor um
2779,çalışıyorsun,çalış,ıyor sun
2780,çalışıyor,çalış,ıyor
2781,çalışıyoruz,çalış,ıyor uz
2782,çalışıyorsunuz,çalış,ıyor sunuz
2783,çalışıyorlar,çalış,ıyor lar
2784,çalışacağım,çalış,acak ım
2785,çalışacaksın,çalış,acak sın
2786,çalışacak,çalış,acak
2787,çalışacağız,çalış,acak ız
2788,dinleniyorum,dinlen,iyor um
2789,dinleniyorsun,dinlen,iyor sun
2790,dinleniyor,dinlen,iyor
2791,dinleniyoruz,dinlen,iyor uz
2792,dinleniyorsunuz,dinlen,iyor sunuz
2793,dinleniyorlar,dinlen,iyor lar
2794,dinleneceğim,dinlen,ecek im
2795,dinleneceksin,dinlen,ecek sin
2796,dinlenecek,dinlen,ecek
2797,dinleneceğiz,dinlen,ecek iz
2798,uyandırıyorum,uyandır,ıyor um
2799,uyandırıyorsun,uyandır,ıyor sun
2800,uyandırıyor,uyandır,ıyor
2801,uyandırıyoruz,uyandır,ıyor uz
2802,uyandırıyorsunuz,uyandır,ıyor sunuz
2803,uyandırıyorlar,uyandır,ıyor lar
2804,uyandıracağım,uyandır,acak ım
2805,uyandıracaksın,uyandır,acak sın
2806,uyandıracak,uyandır,acak
2807,uyandıracağız,uyandır,acak ız
2808,uyuyorum,uyu,yor um
2809,uyuyorsun,uyu,yor sun
2810,uyuyor,uyu,yor
2811,uyuyoruz,uyu,yor uz
2812,uyuyorsunuz,uyu,yor sunuz
2813,uyuyorlar,uyu,yor lar
2814,uyuyacağım,uyu,yacak ım
2815,uyuyacaksın,uyu,yacak sın
2816,uyuyacak,uyu,yacak
2817,uyuyacağız,uyu,yacak ız
2818,geziyorum,gez,iyor um
2819,geziyorsun,gez,iyor sun
2820,geziyor,gez,iyor
2821,geziyoruz,gez,iyor uz
2822,geziyorsunuz,gez,iyor sunuz
2823,geziyorlar,gez,iyor lar
2824,gezeceğim,gez,ecek im
2825,gezeceksin,gez,ecek sin
2826,gezecek,gez,ecek
2827,gezeceğiz,gez,ecek iz
2828,seyahat ediyorum,seyahat et,iyor um
2829,seyahat ediyorsun,seyahat et,iyor sun
2830,seyahat ediyor,seyahat et,iyor
2831,seyahat ediyoruz,seyahat et,iyor uz
2832,seyahat ediyorsunuz,seyahat et,iyor sunuz
2833,seyahat ediyorlar,seyahat et,iyor lar
2834,seyahat edeceğim,seyahat et,ecek im
2835,seyahat edeceksin,seyahat et,ecek sin
2836,seyahat edecek,seyahat et,ecek
2837,seyahat edeceğiz,seyahat et,ecek iz
2838,yüzüyorum,yüz,üyor um
2839,yüzüyorsun,yüz,üyor sun
2840,yüzüyor,yüz,üyor
2841,yüzüyoruz,yüz,üyor uz
2842,yüzüyorsunuz,yüz,üyor sunuz
2843,yüzüyorlar,yüz,üyor lar
2844,yüzeceğim,yüz,ecek im
2845,yüzeceksin,yüz,ecek sin
2846,yüzecek,yüz,ecek
2847,yüzeceğiz,yüz,ecek iz
2848,dalıyorum,dal,ıyor um
2849,dalıyorsun,dal,ıyor sun
2850,dalıyor,dal,ıyor
2851,dalıyoruz,dal,ıyor uz
2852,dalıyorsunuz,dal,ıyor sunuz
2853,dalıyorlar,dal,ıyor lar
2854,dalacağım,dal,acak ım
2855,dalacaksın,dal,acak sın
2856,dalacak,dal,acak
2857,dalacağız,dal,acak ız
2858,yüzleşiyorum,yüzleş,iyor um
2859,yüzleşiyorsun,yüzleş,iyor sun
2860,yüzleşiyor,yüzleş,iyor
2861,yüzleşiyoruz,yüzleş,iyor uz
2862,yüzleşiyorsunuz,yüzleş,iyor sun uz
2863,yüzleşiyorlar,yüzleş,iyor lar
2864,yüzleşeceğim,yüzleş,ecek im
2865,yüzleşeceksin,yüzleş,ecek sin
2866,yüzleşecek,yüzleş,ecek
2867,yüzleşeceğiz,yüzleş,ecek iz
2868,görüyorum,gör,üyor um
2869,görüyorsun,gör,üyor sun
2870,görüyor,gör,üyor
2871,görüyoruz,gör,üyor uz
2872,görüyorsunuz,gör,üyor sunuz
2873,görüyorlar,gör,üyor lar
2874,göreceğim,gör,ecek im
2875,göreceksin,gör,ecek sin
2876,görecek,gör,ecek
2877,göreceğiz,gör,ecek iz
2878,biliyorum,bil,iyor um
2879,biliyorsun,bil,iyor sun
2880,biliyor,bil,iyor
2881,biliyoruz,bil,iyor uz
2882,biliyorsunuz,bil,iyor sunuz
2883,biliyorlar,bil,iyor lar
2884,bileceğim,bil,ecek im
2885,bileceksin,bil,ecek sin
2886,bilecek,bil,ecek
2887,bileceğiz,bil,ecek iz
2888,veriyorum,ver,iyor um
2889,veriyorsun,ver,iyor sun
2890,veriyor,ver,iyor
2891,veriyoruz,ver,iyor uz
2892,veriyorsunuz,ver,iyor sunuz
2893,veriyorlar,ver,iyor lar
2894,vereceğim,ver,ecek im
2895,vereceksin,ver,ecek sin
2896,verecek,ver,ecek
2897,vereceğiz,ver,ecek iz
2898,alıyorum,al,ıyor um
2899,alıyorsun,al,ıyor sun
2900,alıyor,al,ıyor
2901,alıyoruz,al,ıyor uz
2902,alıyorsunuz,al,ıyor sunuz
2903,alıyorlar,al,ıyor lar
2904,alacağım,al,acak ım
2905,alacaksın,al,acak sın
2906,alacak,al,acak
2907,alacağız,al,acak ız
2908,gidiyorum,git,iyor um
2909,gidiyorsun,git,iyor sun
2910,gidiyor,git,iyor
2911,gidiyoruz,git,iyor uz
2912,gidiyorsunuz,git,iyor sunuz
2913,gidiyorlar,git,iyor lar
2914,gideceğim,git,ecek im
2915,gideceksin,git,ecek sin
2916,gidecek,git,ecek
2917,gideceğiz,git,ecek iz
2918,geliyorum,gel,iyor um
2919,geliyorsun,gel,iyor sun
2920,geliyor,gel,iyor
2921,geliyoruz,gel,iyor uz
2922,geliyorsunuz,gel,iyor sunuz
2923,geliyorlar,gel,iyor lar
2924,geleceğim,gel,ecek im
2925,geleceksin,gel,ecek sin
2926,gelecek,gel,ecek
2927,geleceğiz,gel,ecek iz
2928,yapıyorum,yap,ıyor um
2929,yapıyorsun,yap,ıyor sun
2930,yapıyor,yap,ıyor
2931,yapıyoruz,yap,ıyor uz
2932,yapıyorsunuz,yap,ıyor sunuz
2933,yapıyorlar,yap,ıyor lar
2934,yapacağım,yap,acak ım
2935,yapacaksın,yap,acak sın
2936,yapacak,yap,acak
2937,yapacağız,yap,acak ız
2938,söylüyorum,söyle,üyor um
2939,söylüyorsun,söyle,üyor sun
2940,söylüyor,söyle,üyor
2941,söylüyoruz,söyle,üyor uz
2942,söylüyorsunuz,söyle,üyor sunuz
2943,söylüyorlar,söyle,üyor lar
2944,söyleyeceğim,söyle,yecek im
2945,söyleyeceksin,söyle,yecek sin
2946,söyleyecek,söyle,yecek
2947,söyleyeceğiz,söyle,yecek iz
2948,konuşuyorum,konuş,uyor um
2949,konuşuyorsun,konuş,uyor sun
2950,konuşuyor,konuş,uyor
2951,konuşuyoruz,konuş,uyor uz
2952,konuşuyorsunuz,konuş,uyor sunuz
2953,konuşuyorlar,konuş,uyor lar
2954,konuşacağım,konuş,acak ım
2955,konuşacaksın,konuş,acak sın
2956,konuşacak,konuş,acak
2957,konuşacağız,konuş,acak ız
2958,okuyorum,oku,yor um
2959,okuyorsun,oku,yor sun
2960,okuyor,oku,yor
2961,okuyoruz,oku,yor uz
2962,okuyorsunuz,oku,yor sunuz
2963,okuyorlar,oku,yor lar
2964,okuyacağım,oku,yacak ım
2965,okuyacaksın,oku,yacak sın
2966,okuyacak,oku,yacak
2967,okuyacağız,oku,yacak ız
2968,yazıyorum,yaz,ıyor um
2969,yazıyorsun,yaz,ıyor sun
2970,yazıyor,yaz,ıyor
2971,yazıyoruz,yaz,ıyor uz
2972,yazıyorsunuz,yaz,ıyor sunuz
2973,yazıyorlar,yaz,ıyor lar
2974,yazacağım,yaz,acak ım
2975,yazacaksın,yaz,acak sın
2976,yazacak,yaz,acak
2977,yazacağız,yaz,acak ız
2978,çiziyorum,çiz,iyor um
2979,çiziyorsun,çiz,iyor sun
2980,çiziyor,çiz,iyor
2981,çiziyoruz,çiz,iyor uz
2982,çiziyorsunuz,çiz,iyor sunuz
2983,çiziyorlar,çiz,iyor lar
2984,çizeceğim,çiz,ecek im
2985,çizeceksin,çiz,ecek sin
2986,çizecek,çiz,ecek
2987,çizeceğiz,çiz,ecek iz
2988,boyuyorum,boya,yor um
2989,boyuyorsun,boya,yor sun
2990,boyuyor,boya,yor
2991,boyuyoruz,boya,yor uz
2992,boyuyorsunuz,boya,yor sunuz
2993,boyuyorlar,boya,yor lar
2994,boyayacağım,boya,yacak ım
2995,boyayacaksın,boya,yacak sın
2996,boyayacak,boya,yacak
2997,boyayacağız,boya,yacak ız
2998,kesiyorum,kes,iyor um
2999,kesiyorsun,kes,iyor sun
3000,kesiyor,kes,iyor
3001,kesiyoruz,kes,iyor uz
3002,kesiyorsunuz,kes,iyor sunuz
3003,kesiyorlar,kes,iyor lar
3004,keseceğim,kes,ecek im
3005,keseceksin,kes,ecek sin
3006,kesecek,kes,ecek
3007,keseceğiz,kes,ecek iz
3008,dikiyorum,dik,iyor um
3009,dikiyorsun,dik,iyor sun
3010,dikiyor,dik,iyor
3011,dikiyoruz,dik,iyor uz
3012,dikiyorsunuz,dik,iyor sunuz
3013,dikiyorlar,dik,iyor lar
3014,dikeceğim,dik,ecek im
3015,dikeceksin,dik,ecek sin
3016,dikecek,dik,ecek
3017,dikeceğiz,dik,ecek iz
3018,örüyorum,ör,üyor um
3019,örüyorsun,ör,üyor sun
3020,örüyor,ör,üyor
3021,örüyoruz,ör,üyor uz
3022,örüyorsunuz,ör,üyor sunuz
3023,örüyorlar,ör,üyor lar
3024,öreceğim,ör,ecek im
3025,öreceksin,ör,ecek sin
3026,örecek,ör,ecek
3027,öreceğiz,ör,ecek iz
3028,dokuyorum,doku,yor um
3029,dokuyorsun,doku,yor sun
3030,dokuyor,doku,yor
3031,dokuyoruz,doku,yor uz
3032,dokuyorsunuz,doku,yor sunuz
3033,dokuyorlar,doku,yor lar
3034,dokuyacağım,doku,yacak ım
3035,dokuyacaksın,doku,yacak sın
3036,dokuyacak,doku,yacak
3037,dokuyacağız,doku,yacak ız
3038,yıkıyorum,yıka,yor um
3039,yıkıyorsun,yıka,yor sun
3040,yıkıyor,yıka,yor
3041,yıkıyoruz,yıka,yor uz
3042,yıkıyorsunuz,yıka,yor sunuz
3043,yıkıyorlar,yıka,yor lar
3044,yıkayacağım,yıka,yacak ım
3045,yıkayacaksın,yıka,yacak sın
3046,yıkayacak,yıka,yacak
3047,yıkayacağız,yıka,yacak ız
3048,temizliyorum,temizle,iyor um
3049,temizliyorsun,temizle,iyor sun
3050,temizliyor,temizle,iyor
3051,temizliyoruz,temizle,iyor uz
3052,temizliyorsunuz,temizle,iyor sunuz
3053,temizliyorlar,temizle,iyor lar
3054,temizleyeceğim,temizle,yecek im
3055,temizleyeceksin,temizle,yecek sin
3056,temizleyecek,temizle,yecek
3057,temizleyeceğiz,temizle,yecek iz
3058,düzenliyorum,düzenle,iyor um
3059,düzenliyorsun,düzenle,iyor sun
3060,düzenliyor,düzenle,iyor
3061,düzenliyoruz,düzenle,iyor uz
3062,düzenliyorsunuz,düzenle,iyor sunuz
3063,düzenliyorlar,düzenle,iyor lar
3064,düzenleyeceğim,düzenle,yecek im
3065,düzenleyeceksin,düzenle,yecek sin
3066,düzenleyecek,düzenle,yecek
3067,düzenleyeceğiz,düzenle,yecek iz
3068,hazırlıyorum,hazırla,ıyor um
3069,hazırlıyorsun,hazırla,ıyor sun
3070,hazırlıyor,hazırla,ıyor
3071,hazırlıyoruz,hazırla,ıyor uz
3072,hazırlıyorsunuz,hazırla,ıyor sunuz
3073,hazırlıyorlar,hazırla,ıyor lar
3074,hazırlayacağım,hazırla,yacak ım
3075,hazırlayacaksın,hazırla,yacak sın
3076,hazırlayacak,hazırla,yacak
3077,hazırlayacağız,hazırla,yacak ız
3078,çalışıyorum,çalış,ıyor um
3079,çalışıyorsun,çalış,ıyor sun
3080,çalışıyor,çalış,ıyor
3081,çalışıyoruz,çalış,ıyor uz
3082,çalışıyorsunuz,çalış,ıyor sunuz
3083,çalışıyorlar,çalış,ıyor lar
3084,çalışacağım,çalış,acak ım
3085,çalışacaksın,çalış,acak sın
3086,çalışacak,çalış,acak
3087,çalışacağız,çalış,acak ız
3088,öğreniyorum,öğren,iyor um
3089,öğreniyorsun,öğren,iyor sun
3090,öğreniyor,öğren,iyor
3091,öğreniyoruz,öğren,iyor uz
3092,öğreniyorsunuz,öğren,iyor sunuz
3093,öğreniyorlar,öğren,iyor lar
3094,öğreneceğim,öğren,ecek im
3095,öğreneceksin,öğren,ecek sin
3096,öğrenecek,öğren,ecek
3097,öğreneceğiz,öğren,ecek iz
3098,öğretiyorum,öğret,iyor um
3099,öğretiyorsun,öğret,iyor sun
3100,öğretiyor,öğret,iyor
3101,öğretiyoruz,öğret,iyor uz
3102,öğretiyorsunuz,öğret,iyor sunuz
3103,öğretiyorlar,öğret,iyor lar
3104,öğreteceğim,öğret,ecek im
3105,öğreteceksin,öğret,ecek sin
3106,öğretecek,öğret,ecek
3107,öğreteceğiz,öğret,ecek iz
3108,anlıyorum,anla,yor um
3109,anlıyorsun,anla,yor sun
3110,anlıyor,anla,yor
3111,anlıyoruz,anla,yor uz
3112,anlıyorsunuz,anla,yor sunuz
3113,anlıyorlar,anla,yor lar
3114,anlayacağım,anla,yacak ım
3115,anlayacaksın,anla,yacak sın
3116,anlayacak,anla,yacak
3117,anlayacağız,anla,yacak ız
3118,düşünüyorum,düşün,üyor um
3119,düşünüyorsun,düşün,üyor sun
3120,düşünüyor,düşün,üyor
3121,düşünüyoruz,düşün,üyor uz
3122,düşünüyorsunuz,düşün,üyor sunuz
3123,düşünüyorlar,düşün,üyor lar
3124,düşüneceğim,düşün,ecek im
3125,düşüneceksin,düşün,ecek sin
3126,düşünecek,düşün,ecek
3127,düşüneceğiz,düşün,ecek iz
3128,hatırlıyorum,hatırla,ıyor um
3129,hatırlıyorsun,hatırla,ıyor sun
3130,hatırlıyor,hatırla,ıyor
3131,hatırlıyoruz,hatırla,ıyor uz
3132,hatırlıyorsunuz,hatırla,ıyor sunuz
3133,hatırlıyorlar,hatırla,ıyor lar
3134,hatırlayacağım,hatırla,yacak ım
3135,hatırlayacaksın,hatırla,yacak sın
3136,hatırlayacak,hatırla,yacak
3137,hatırlayacağız,hatırla,yacak ız
3138,unutuyorum,unut,uyor um
3139,unutuyorsun,unut,uyor sun
3140,unutuyor,unut,uyor
3141,unutuyoruz,unut,uyor uz
3142,unutuyorsunuz,unut,uyor sunuz
3143,unutuyorlar,unut,uyor lar
3144,unutacağım,unut,acak ım
3145,unutacaksın,unut,acak sın
3146,unutacak,unut,acak
3147,unutacağız,unut,acak ız
3148,buluyorum,bul,uyor um
3149,buluyorsun,bul,uyor sun
3150,buluyor,bul,uyor
3151,buluyoruz,bul,uyor uz
3152,buluyorsunuz,bul,uyor sunuz
3153,buluyorlar,bul,uyor lar
3154,bulacağım,bul,acak ım
3155,bulacaksın,bul,acak sın
3156,bulacak,bul,acak
3157,bulacağız,bul,acak ız
3158,arıyorum,ara,yor um
3159,arıyorsun,ara,yor sun
3160,arıyor,ara,yor
3161,arıyoruz,ara,yor uz
3162,arıyorsunuz,ara,yor sunuz
3163,arıyorlar,ara,yor lar
3164,arayacağım,ara,yacak ım
3165,arayacaksın,ara,yacak sın
3166,arayacak,ara,yacak
3167,arayacağız,ara,yacak ız
3168,seçiyorum,seç,iyor um
3169,seçiyorsun,seç,iyor sun
3170,seçiyor,seç,iyor
3171,seçiyoruz,seç,iyor uz
3172,seçiyorsunuz,seç,iyor sunuz
3173,seçiyorlar,seç,iyor lar
3174,seçeceğim,seç,ecek im
3175,seçeceksin,seç,ecek sin
3176,seçecek,seç,ecek
3177,seçeceğiz,seç,ecek iz
3178,beğeniyorum,beğen,iyor um
3179,beğeniyorsun,beğen,iyor sun
3180,beğeniyor,beğen,iyor
3181,beğeniyoruz,beğen,iyor uz
3182,beğeniyorsunuz,beğen,iyor sunuz
3183,beğeniyorlar,beğen,iyor lar
3184,beğeneceğim,beğen,ecek im
3185,beğeneceksin,beğen,ecek sin
3186,beğenecek,beğen,ecek
3187,beğeneceğiz,beğen,ecek iz
3188,seviyorum,sev,iyor um
3189,seviyorsun,sev,iyor sun
3190,seviyor,sev,iyor
3191,seviyoruz,sev,iyor uz
3192,seviyorsunuz,sev,iyor sunuz
3193,seviyorlar,sev,iyor lar
3194,seveceğim,sev,ecek im
3195,seveceksin,sev,ecek sin
3196,sevecek,sev,ecek
3197,seveceğiz,sev,ecek iz
3198,nefret ediyorum,nefret et,iyor um
3199,nefret ediyorsun,nefret et,iyor sun
3200,nefret ediyor,nefret et,iyor
3201,nefret ediyoruz,nefret et,iyor uz
3202,nefret ediyorsunuz,nefret et,iyor sunuz
3203,nefret ediyorlar,nefret et,iyor lar
3204,nefret edeceğim,nefret et,ecek im
3205,nefret edeceksin,nefret et,ecek sin
3206,nefret edecek,nefret et,ecek
3207,nefret edeceğiz,nefret et,ecek iz
3208,korkuyorum,kork,uyor um
3209,korkuyorsun,kork,uyor sun
3210,korkuyor,kork,uyor
3211,korkuyoruz,kork,uyor uz
3212,korkuyorsunuz,kork,uyor sunuz
3213,korkuyorlar,kork,uyor lar
3214,korkacağım,kork,acak ım
3215,korkacaksın,kork,acak sın
3216,korkacak,kork,acak
3217,korkacağız,kork,acak ız
3218,umut ediyorum,umut et,iyor um
3219,umut ediyorsun,umut et,iyor sun
3220,umut ediyor,umut et,iyor
3221,umut ediyoruz,umut et,iyor uz
3222,umut ediyorsunuz,umut et,iyor sunuz
3223,umut ediyorlar,umut et,iyor lar
3224,umut edeceğim,umut et,ecek im
3225,umut edeceksin,umut et,ecek sin
3226,umut edecek,umut et,ecek
3227,umut edeceğiz,umut et,ecek iz
3228,inanıyorum,inan,ıyor um
3229,inanıyorsun,inan,ıyor sun
3230,inanıyor,inan,ıyor
3231,inanıyoruz,inan,ıyor uz
3232,inanıyorsunuz,inan,ıyor sunuz
3233,inanıyorlar,inan,ıyor lar
3234,inanacağım,inan,acak ım
3235,inanacaksın,inan,acak sın
3236,inanacak,inan,acak
3237,inanacağız,inan,acak ız
3238,şüphe ediyorum,şüphe et,iyor um
3239,şüphe ediyorsun,şüphe et,iyor sun
3240,şüphe ediyor,şüphe et,iyor
3241,şüphe ediyoruz,şüphe et,iyor uz
3242,şüphe ediyorsunuz,şüphe et,iyor sunuz
3243,şüphe ediyorlar,şüphe et,iyor lar
3244,şüphe edeceğim,şüphe et,ecek im
3245,şüphe edeceksin,şüphe et,ecek sin
3246,şüphe edecek,şüphe et,ecek
3247,şüphe edeceğiz,şüphe et,ecek iz
3248,güveniyorum,güven,iyor um
3249,güveniyorsun,güven,iyor sun
3250,güveniyor,güven,iyor
3251,güveniyoruz,güven,iyor uz
3252,güveniyorsunuz,güven,iyor sunuz
3253,güveniyorlar,güven,iyor lar
3254,güveneceğim,güven,ecek im
3255,güveneceksin,güven,ecek sin
3256,güvenecek,güven,ecek
3257,güveneceğiz,güven,ecek iz
3258,bekliyorum,bekle,iyor um
3259,bekliyorsun,bekle,iyor sun
3260,bekliyor,bekle,iyor
3261,bekliyoruz,bekle,iyor uz
3262,bekliyorsunuz,bekle,iyor sunuz
3263,bekliyorlar,bekle,iyor lar
3264,bekleyeceğim,bekle,yecek im
3265,bekleyeceksin,bekle,yecek sin
3266,bekleyecek,bekle,yecek
3267,bekleyeceğiz,bekle,yecek iz
3268,duruyorum,dur,uyor um
3269,duruyorsun,dur,uyor sun
3270,duruyor,dur,uyor
3271,duruyoruz,dur,uyor uz
3272,duruyorsunuz,dur,uyor sunuz
3273,duruyorlar,dur,uyor lar
3274,duracağım,dur,acak ım
3275,duracaksın,dur,acak sın
3276,duracak,dur,acak
3277,duracağız,dur,acak ız
3278,başlıyorum,başla,ıyor um
3279,başlıyorsun,başla,ıyor sun
3280,başlıyor,başla,ıyor
3281,başlıyoruz,başla,ıyor uz
3282,başlıyorsunuz,başla,ıyor sunuz
3283,başlıyorlar,başla,ıyor lar
3284,başlayacağım,başla,yacak ım
3285,başlayacaksın,başla,yacak sın
3286,başlayacak,başla,yacak
